Metrics,Early_Blight,Healthy,Late_Blight,accuracy,macro avg,weighted avg
precision,0.7666666666666667,0.7155172413793104,0.6048387096774194,0.6944444444444444,0.6956742059077988,0.7021352943599884
recall,0.6301369863013698,0.8058252427184466,0.6756756756756757,0.6944444444444444,0.703879301565164,0.6944444444444444
f1-score,0.6917293233082706,0.7579908675799087,0.6382978723404256,0.6944444444444444,0.6960060210762017,0.6942127899820149
support,146.0,103.0,111.0,0.6944444444444444,360.0,360.0
